obs_ID,observer,year,nest,start_time_video,end_dt,type,partner_present,dt_behaviour,behaviour,who,sex,comments
4,cm,2011,s303,2011-Jun-30 18:55:02,2011-Jun-30 19:20:31,non,n,2011-Jun-30 19:18:20,c,o,m,
5,cm,2011,s303,2011-Jul-01 01:01:40,2011-Jul-01 01:18:54,non,n,,n,o,f,
6,cm,2011,s303,2011-Jul-01 14:57:00,2011-Jul-01 15:07:44,non,n,,n,o,m,
7,mb,2011,s304,2011-Jun-11 09:36:33,2011-Jun-11 10:06:19,ex,n,,n,o,m,
8,mb,2011,s304,2011-Jun-11 18:13:29,2011-Jun-11 18:42:39,ex,y,2011-Jun-11 18:42:39,c,c,m,
9,cm,2011,s304,2011-Jun-12 00:03:37,2011-Jun-12 00:33:20 ,ex,n,,n,o,m,
10,cm,2011,s304,2011-Jun-12 08:08:09,2011-Jun-12 08:37:53,ex,n,2011-Jun-12 08:12:13,c,o,f,
10,cm,2011,s304,2011-Jun-12 08:08:09,2011-Jun-12 08:37:53,ex,n,2011-Jun-12 08:34:28,c,o,f,
11,cm,2011,s304,2011-Jun-13 02:50:56,2011-Jun-13 03:20:01,ex,y,2011-Jun-13 03:20:01,c,c,m,
11,cm,2011,s304,2011-Jun-13 02:50:56,2011-Jun-13 03:20:01,ex,y,2011-Jun-13 03:20:03,c,o,f,
12,cm,2011,s304,2011-Jun-13 10:29:21,2011-Jun-13 10:59:07,ex,n,,n,o,m,
13,cm,2011,s304,2011-Jun-14 22:10:25,2011-Jun-14 22:39:44,ex,n,2011-Jun-14 22:39:44,c,c,f,
14,cm,2011,s304,2011-Jun-15 09:58:09,2011-Jun-15 10:27:12,ex,y,2011-Jun-15 10:17:27,c,o,f,
14,cm,2011,s304,2011-Jun-15 09:58:09,2011-Jun-15 10:27:12,ex,y,2011-Jun-15 10:17:28,c,c,m,
14,cm,2011,s304,2011-Jun-15 09:58:09,2011-Jun-15 10:27:12,ex,y,2011-Jun-15 10:17:42,c,o,f,
14,cm,2011,s304,2011-Jun-15 09:58:09,2011-Jun-15 10:27:12,ex,y,2011-Jun-15 10:17:43,c,c,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,,2011-Jun-15 19:06:31,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:06:31,f,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:07:53,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:09:40,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:10:17,f,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:10:17,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:19:41,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:27:13,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:33:50,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,y,2011-Jun-15 19:34:10,c,c,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,n,2011-Jun-16 08:19:57,c,o,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,n,2011-Jun-16 08:20:04,c,o,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,n,2011-Jun-16 08:21:22,c,o,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,n,2011-Jun-16 08:41:34,c,o,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,n,2011-Jun-16 08:42:01,c,o,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,y,2011-Jun-16 08:42:09,c,c,m,
17,cm,2011,s304,2011-Jun-16 17:43:46,2011-Jun-16 18:13:19,ex,n,2011-Jun-16 17:47:48,c,o,m,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:12:40,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:12:48,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:12:57,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:13:06,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:13:20,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:13:26,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:13:31,c,o,f,
19,cm,2011,s304,2011-Jun-17 15:55:25,2011-Jun-17 16:25:17,ex,n,2011-Jun-17 16:22:13,c,o,m,
20,cm,2011,s304,2011-Jun-18 05:06:28,2011-Jun-18 05:35:28,ex,n,2011-Jun-18 05:20:58,c,o,f,
20,cm,2011,s304,2011-Jun-18 05:06:28,2011-Jun-18 05:35:28,ex,n,2011-Jun-18 05:21:12,c,o,f,
20,cm,2011,s304,2011-Jun-18 05:06:28,2011-Jun-18 05:35:28,ex,n,2011-Jun-18 05:35:30,c,o,f,
21,cm,2011,s304,2011-Jun-18 14:00:28,2011-Jun-18 14:30:08,ex,n,2011-Jun-18 14:25:43,c,o,m,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:46:24,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:51:12,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:51:28,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:51:43,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:52:03,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:52:14,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:52:42,c,o,f,
