obs_ID,observer,year,nest,file_name,type,ex_non_ID,pair_ID,start_time_video,capture,cage,sex,sound_ok,bill_call_visible,reality_dt,video_dt,timespan_before_presence,dt_1st_presence,type_p,dt_1st_call,first_who,reply,call_how_many,call_o_alone ,call_o_pres_arrive ,call_c_pres_arrive,dt_1st_flyoff,number_flyoff,duration_flyoff,dt_arrive,type_a,direction_a,with_calling,o_replies,call_c_int,call_o_int,call_int_1,dt_left,type_l,call_left,current_bout,next_bout,pushoff_int,left_before_presence,call_int_c2,dt_on,call_int_c3,abnormality,file_name_new,comments
61,cm,2012,s403,"0BMPSLV0, 0BMPT5U0, 0BMPTLU0, 0BMPU5T0",ex,5,25,2012-Jun-14 19:09:49,n,y,m,n,n,,,0:29:31,2012-Jun-14 19:39:20,v,2012-Jun-14 19:39:27,c,n,NA,NA,NA,NA,NA,0,0,2012-Jun-14 19:39:20,w,r,n,n,3,0,2,2012-Jun-14 19:39:31,wf,n,705.7667,NA,2,n,2,2012-Jun-14 19:39:49,0,n,s403_2012_Jun_14_19-39-49,camera makes a lot of noise
62,cm,2012,s403,"0BMSGT90, 0BMSHD90",ex,6,,2012-Jun-15 18:40:59,n,y,m,y,n,,,,2012-Jun-15 19:10:18,v,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-Jun-15 19:10:18,w,r,n,n,3,0,2,2012-Jun-15 19:10:41,wf,n,NA,NA,2,n,1,2012-Jun-15 19:10:59,0,t,s403_2012_Jun_15_19-10-59,"video available from 19:04:10 onwards, so there are only 00:06:49 minutes of observation; also, the incubating bird arrives sometime in these 6 minutes, it had left before, so call andfly-offs are NA"
63,cm,2012,s403,"0BMV6L90, 0BMV75A0, 0BMV7LB0, 0BMV85B0",ex,7,,2012-Jun-16 19:29:15,n,y,m,y,n,,,,2012-Jun-16 19:58:48,a,2012-Jun-16 19:58:48,c,n,1,0,0,1,NA,0,0,2012-Jun-16 19:59:00,w,l,y,n,2,0,3,2012-Jun-16 19:58:53,wf,n,NA,698.5,1,n,3,2012-Jun-16 19:59:15,0,n,s403_2012_Jun_16_19-59-15,
64,cm,2012,s403,"0BN0FKM0, 0BN0G4L0, 0BN0GKJ0, 0BN0H4J0, 0BN0HKI0",ex,8,,2012-Jun-17 07:08:00,n,y,f,y,n,,,,2012-Jun-17 07:37:34,v,2012-Jun-17 07:34:40,c,n,NA,NA,NA,NA,NA,0,0,2012-Jun-17 07:37:34,w,r,n,n,3,0,3,2012-Jun-17 07:37:45,wf,n,698.5,751.9833,2,n,2,2012-Jun-17 07:38:00,0,n,s403_2012_Jun_17_07-38-00,
65,cm,2012,s403,"0BMKSTS0, 0BMKTDQ0, 0BMKTTO0, 0BMKUDO0",non,1,21,2012-Jun-12 21:40:13,n,y,m,y,n,,,0:28:09,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
66,cm,2012,s403,"0BMLHDC0, 0BMLHTB0, 0BMLIDA0, 0BMLITA0",non,2,22,2012-Jun-13 03:30:00,n,y,f,y,n,,,0:29:20,NA,NA,2012-Jun-13 03:34:13,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
67,cm,2012,s403,"0BMM7T40, 0BMM8D40, 0BMM8T30, 0BMM9D20",non,3,23,2012-Jun-13 09:54:00,n,y,m,y,n,,,0:28:00,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
68,cm,2012,s403,"0BMOROI0, 0BMOS8G0, 0BMOSOF0, 0BMOT8D0",non,4,24,2012-Jun-14 09:45:00,n,y,m,y,n,,,0:29:39,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
69,cm,2012,s403,"0BMQ45N0, 0BMQ4LM0, 0BMQ5SL0, 0BMQ5LJ0",non,5,25,2012-Jun-14 21:15:00,n,y,f,n,n,,,0:29:31,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,camera very loud
70,cm,2012,s502,"0008T9L0, 0008U9S0",ex,1,26,2000-Jan-04 09:11:17,n,y,f,y,vfa,2012-Jun-14 09:25:58,2000-Jan-04 22:02:03,0:20:37,2000-Jan-04 09:31:54,v,2000-Jan-04 09:24:59 ,o,n,7,7,NA,NA,NA,0,0,2000-Jan-04 09:40:44,w,f,n,n,NA,NA,1,2000-Jan-04 09:32:55,f,n,NA,539.7,0,n,1,2000-Jan-04 09:41:17,0,t,s502_2012_Jun_13_09-41-17,"time and date of video were wrong, date has been changed already but time not; incubating bird was gone for around 5 minutes when observation started nest was empty"
71,cm,2012,s502,"0009SFE0, 0009TFL0, 0009UFQ0",ex,2,27,2000-Jan-04 18:31:05,n,n,m,y,vfa,2012-Jun-14 09:25:58,2000-Jan-04 22:02:03,0:29:14,2000-Jan-04 18:40:19,v,2000-Jan-04 18:34:21,o,n,1,1,NA,NA,2000-Jan-04 18:34:21,1,0:05:26,2000-Jan-04 18:40:19,w,r,n,n,0,0,0,2000-Jan-04 18:40:59,f,n,539.7,814.6666667,2,n,0,2000-Jan-04 18:41:05,0,t,s502_2012_Jun_14_18-41-05,incubating bird left at 18:34:21 and came back some minuts later but that couldm't be seen. Probably because the sun is right in front of camera
72,cm,2012,s502,"000BCA20, 000BDA30, 000BEA50",ex,3,28,2000-Jan-05 07:46:15,n,y,f,y,vfa,2012-Jun-14 09:25:58,2000-Jan-04 22:02:03,0:29:26,2000-Jan-05 08:15:41,a,2000-Jan-05 07:50:32,o,n,7,6,1,0,NA,0,0,2000-Jan-05 08:15:58,w,l,n,n,0,0,0,2000-Jan-05 08:15:45,f,n,814.6666667,644.3333333,0,n,0,2000-Jan-05 08:16:15,0,t,s502_2012_Jun_14_08-16-15,
73,cm,2012,s502,"000CIBV0, 000CJC40",ex,4,29,2000-Jan-05 18:30:37,n,n,m,y,vfa,2012-Jun-14 09:25:58,2000-Jan-04 22:02:03,0:29:41,2000-Jan-05 19:00:18,a,2000-Jan-05 19:00:18,c,n,1,0,0,1,NA,0,0,2000-Jan-05 19:00:22,w,r,y,n,NA,NA,3,2000-Jan-05 19:00:35,f,y,644.3333333,801.0666667,0,n,0,2000-Jan-05 19:00:37,0,t,s502_2012_Jun_15_19-00-37,"There is a third bird walking to the nest, it follows the incoming bird right to the nest but is scared away by the incubating bird (19:00:28) "
74,cm,2012,s502,"000E10A0, 000E20C0, 000E30G0",ex,5,,2000-Jan-06 07:51:52,n,y,f,y,vfa,2012-Jun-14 09:25:58,2000-Jan-04 22:02:03,,2000-Jan-06 08:20:03,a,2000-Jan-06 08:06:31,o,n,13,11,1,1,NA,0,0,2000-Jan-06 08:20:41,w,r,y,n,NA,NA,2,2000-Jan-06 08:21:41,wf,n,801.0666667,582.7333333,2,n,1,2000-Jan-06 08:21:52,0,t,s502_2012_Jun_15_08-21-52,. And the third bird is there again being scared away by the incoming bird (08:20:41)
75,cm,2012,s502,"000F32S0, 000F42U0, 000F5310",ex,6,30,2000-Jan-06 17:34:40,n,n,m,y,vfa,2012-Jun-14 09:25:58,2000-Jan-04 22:02:03,0:29:25,2000-Jan-06 18:04:05,v,2000-Jan-06 17:53:41,o,n,2,2,NA,NA,2000-Jan-06 17:53:46,1,0:03:23,2000-Jan-06 18:04:05,w,r,n,n,0,0,0,2000-Jan-06 18:04:36,w,n,582.7333333,860.917,1,n,0,2000-Jan-06 18:04:40,0,t,s502_2012_Jun_16_18-04-40,
76,cm,2012,s502,"0008M8P0, 0008N8T0",non,1,26,2000-Jan-04 07:09:16,n,y,f,y,vfa,2012-Jun-14 09:25:58,2000-Jan-04 22:02:03,0:21:06,NA,NA,2000-Jan-04 07:11:18,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,"there is a bird on the nest and it calls, but on the actogram it says at 18:00 or 18:30 there is no bird so I guess the calculation of the time is wrong…"
77,cm,2012,s502,"0009FD70, 0009GDG0",non,2,27,2000-Jan-04 14:18:16,n,y,m,y,vfa,2012-Jun-14 09:25:58,2000-Jan-04 22:02:03,0:29:14,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
78,cm,2012,s502,"000BT9P0, 000BU9U0",non,3,28,2000-Jan-05 12:27:40,n,y,m,y,vfa,2012-Jun-14 09:25:58,2000-Jan-04 22:02:03,0:29:26,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
79,cm,2012,s502,"000CAB20, 000CBB50",non,4,29,2000-Jan-05 16:10:18,n,y,m,y,vfa,2012-Jun-14 09:25:58,2000-Jan-04 22:02:03,0:29:41,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
80,cm,2012,s502,"000ECVV0, 000EE020",non,5,30,2000-Jan-06 11:07:50,n,y,m,y,vfa,2012-Jun-14 09:25:58,2000-Jan-04 22:02:03,0:29:25,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
81,cm,2012,s506,"0BN6T290, 0BN6UOI0, 0BN6UUQ0",ex,1,31,2012-Jun-19 17:35:28,n,y,m,y,y,,,0:27:01,2012-Jun-19 18:02:29,v,2012-Jun-19 17:35:16,o,n,3,3,0,0,2012-Jun-19 17:35:28,1,0:00:32,2012-Jun-19 18:02:30,w,f,n,n,3,0,2,2012-Jun-19 18:03:02,wf,n,564.833,665.8166667,0,n,1,2012-Jun-19 18:05:28,2,y,s506_2012_Jun_19_18-05-28,"sehr windig; it is unclear who comes and goes, there is a lot of ""walking around"", after the coming bird is on the nest he leaves again and again for seconds/minutes, then it carries one egg shell after the other out of the nest, so the chicks have hatched? (from 18:05:28 onwards). Do we know when they have hatched? Yes, an egg didn't hatch and dried out and they carry the eggshells away."
82,cm,2012,s506,"0BN83GR0, 0BN84GN0, 0BN85GF0, 0BN86FR0",ex,2,32,2012-Jun-20 04:48:23,n,y,f,y,y,,,0:29:43,2012-Jun-20 05:18:06,v,2012-Jun-20 05:10:36,o,n,1,1,NA,NA,NA,0,0,2012-Jun-20 05:18:06,w,f,n,n,0,0,0,2012-Jun-20 05:11:17,w,n,665.8166667,365.25,0,y,0,2012-Jun-20 05:18:23,2,t,s506_2012_Jun_20_05-18-23,nest is heated
83,cm,2012,s506,"0BN8Q5M0, 0BN8R470",ex,3,33,2012-Jun-20 10:53:20,n,y,m,y,y,,,0:28:49,2012-Jun-20 11:22:39,v,2012-Jun-20 11:03:10,o,n,6,6,0,0,NA,0,0,2012-Jun-20 11:22:51,w,f,n,n,NA,NA,3,2012-Jun-20 11:23:38,w,n,365.25,427.1333333,3,n,2,2012-Jun-20 11:23:50,0,t,s506_2012_Jun_20_11-23-50,nest is heated
84,cm,2012,s506,"0BN9IRK0, 0BN9JPV0, 0BN9KOF0",ex,4,34,2012-Jun-20 18:01:18,n,y,f,y,y,,,0:29:30,2012-Jun-20 18:30:48,a,2012-Jun-20 18:07:34,o,n,4,4,0,0,2012-Jun-20 18:08:13,1,0:01:26,2012-Jun-20 18:30:56,w,f,n,n,0,0,0,2012-Jun-20 18:30:58,w,n,427.1333333,660.3,0,n,0,2012-Jun-20 18:31:18,0,t,s506_2012_Jun_20_18-31-18,nest is heated
85,cm,2012,s506,"0BNAP980, 0BNAQ8T0, 0BNAR8T0 ",ex,5,35,2012-Jun-21 05:01:46,n,y,m,y,y,,,0:28:55,2012-Jun-21 05:30:41,v,2012-Jun-21 05:02:20,o,n,4,4,NA,NA,NA,0,0,2012-Jun-21 05:30:54,w,f,n,n,3,0,3,2012-Jun-21 05:31:36,wf,n,660.3,575.583,3,n,3,2012-Jun-21 05:31:46,0,t,s506_2012_Jun_21_05-31-46,nest is heated
86,cm,2012,s506,"0BN6ND40, 0BN6OB90",non,1,31,2012-Jun-19 15:56:20,n,y,m,y,y,,,0:27:01,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
87,cm,2012,s506,"0BN7UIB0, 0BN7VHS0",non,2,32,2012-Jun-20 03:04:45,n,y,f,y,y,,,0:29:43,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
88,cm,2012,s506,"0BN89EU0, 0BN8AF10",non,3,33,2012-Jun-20 06:18:26,n,y,m,y,y,,,0:28:49,NA,NA,2012-Jun-20 06:18:26,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
89,cm,2012,s506,"0BNA4SU0, 0BNA5RE0",non,4,34,2012-Jun-20 23:05:04,n,y,m,y,y,,,0:29:30,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
90,cm,2012,s506,"0BNB79A0, 0BNB8870",non,5,35,2012-Jun-21 08:51:59,n,y,f,y,y,,,0:28:55,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
91,cm,2012,s511,"0BO4BEK0, 0BO4CE70, 0BO4DDT0",ex,1,36,2012-Jun-30 21:42:44,n,y,m,y,n,,,0:29:18,2012-Jun-30 22:12:02,v,2012-Jun-30 22:12:16,un,NA,NA,NA,NA,NA,NA,0,0,2012-Jun-30 22:12:02,w,l,n,n,NA,NA,3,2012-Jun-30 22:12:30,wf,n,740.583,770.9,3,n,0,2012-Jun-30 22:12:44,0,n,s511_2012_Jun_30_22-12-44,
92,cm,2012,s511,"0BO5OEA0, 0BO5PD70,0 0BO5OQCL0",ex,2,37,2012-Jul-01 10:33:51,n,y,f,y,n,,,0:29:43,2012-Jul-01 11:03:34,v,2012-Jul-01 11:03:36,c,NA,NA,NA,NA,NA,NA,0,0,2012-Jul-01 11:03:34,w,b,n,n,3,0,3,2012-Jul-01 11:03:38,wf,n,770.9,686.7,1,n,2,2012-Jul-01 11:03:51,0,n,s511_2012_Jul_01_11-03-51,
93,cm,2012,s511,"0BO70IH0, 0BO71I60, 0BO72HT0",ex,3,38,2012-Jul-01 22:00:38,n,y,m,y,n,,,0:29:18,2012-Jul-01 22:29:56,v,2012-Jul-01 22:30:14,c,n,NA,NA,NA,NA,2012-Jul-01 22:09:07,1,0:02:38,2012-Jul-01 22:29:56,w,l,n,n,3,NA,3,2012-Jul-01 22:30:33,wf,n,686.7,758.3666667,3,n,3,2012-Jul-01 22:30:38,0,n,s511_2012_Jul_01_22-30-38,incubating bird left between 22:09:07 and 22:11:45
94,cm,2012,s511,"0BO8DGL0, 0BO8EFH0, 0BO8FEC0",ex,4,39,2012-Jul-02 10:39:17,n,y,f,y,n,,,0:29:34,2012-Jul-02 11:08:51,v,2012-Jul-02 11:08:57,un,NA,NA,NA,NA,NA,NA,0,0,2012-Jul-02 11:08:51,w,b,n,n,NA,NA,3,2012-Jul-02 11:09:00,f,n,758.36667,684.55,1,n,0,2012-Jul-02 11:09:17,0,n,s511_2012_Jul_02_11-09-17,
95,cm,2012,s511,"0BO9LLM0, 0BO9MKK0, 0BO9NJH0",ex,5,,2012-Jul-02 22:03:59,n,y,m,y,n,,,,2012-Jul-02 22:33:23,v,2012-Jul-02 22:08:08,o,n,4,4,NA,NA,NA,0,0,2012-Jul-02 22:33:23,w,r,n,n,3,NA,3,2012-Jul-02 22:33:50,wf,n,684.55,662.7666667,3,n,2,2012-Jul-02 22:33:59,0,n,s511_2012_Jul_02_22-33-59,incubating bird gets basically pushed away by incoming bird
96,cm,2012,s511,"0BOAS9L0, 0BOAT890, 0BOAU760",ex,6,40,2012-Jul-03 09:06:58,n,y,f,y,n,,,0:27:53,2012-Jul-03 09:34:51,v,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2012-Jul-03 09:36:45,w,r,n,n,0,0,0,2012-Jul-03 09:36:45,wf,n,662.7666667,731.4333333,0,n,0,2012-Jul-03 09:36:58,0,n,s511_2012_Jul_03_09-36-58,incoming bird lands on cage and rests there before he walks to nest (09:34:51-09:36:37)
97,cm,2012,s511,"0BOC6NE0, 0BOC7M70, 0BOC8LA0",ex,7,,2012-Jul-03 21:18:42,n,y,m,y,n,,,,2012-Jul-03 21:47:55,v,2012-Jul-03 21:48:11,un,NA,NA,NA,NA,NA,NA,0,0,2012-Jul-03 21:47:55,w,l,n,n,NA,NA,2,2012-Jul-03 21:48:24,wf,n,731.433,761.583,3,n,2,2012-Jul-03 21:48:42,0,n,s511_2012_Jul_03_21-48-42,incubating bird gets basically pushed away by incoming bird
98,cm,2012,s511,"0BO4HC30, 0BO4IBP0",non,1,36,2012-Jun-30 23:17:24,n,y,f,y,n,,,0:29:18,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
99,cm,2012,s511,"0BO4S8L0, 0BO4T870",non,2,37,2012-Jul-01 02:23:20,n,y,f,y,n,,,0:29:43,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
100,cm,2012,s511,"0BO54UC0, 0BO55T50",non,3,38,2012-Jul-01 04:51:30,n,y,f,y,n,,,0:29:18,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
101,cm,2012,s511,"0BO8LAF0, 0BO8M9Q0",non,4,39,2012-Jul-02 12:49:20,n,y,m,y,n,,,0:29:34,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
102,cm,2012,s511,"0BOBVSR0, 0BOC0S70",non,5,40,2012-Jul-03 19:08:14,n,y,m,y,n,,,0:27:53,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
103,cm,2012,s609,"0BNK7VT0, 0BNK9050, 0BNKA0C0",ex,1,41,2012-Jun-24 19:08:18,n,y,m,y,n,2012-Jun-26 20:34:31,2012-Jun-26 20:33:19,0:29:12,2012-Jun-24 19:37:30,v,2012-Jun-24 19:37:47,c,n,3,3,NA,NA,NA,0,0,2012-Jun-24 19:37:30,w,f,n,n,2,0,2,2012-Jun-24 19:37:53,wf,n,NA,628.3666667,1,n,2,2012-Jun-24 19:38:18,0,n,s609_2012_Jun_24_19-38-18,"because of cage bird have to ""wf"" off nest, current_bout was disturbed by researchers, female incubated for a few minutes in between before she was disturbed and left and then male came back on"
104,cm,2012,s609,"0BNLD4L0, 0BNLE4E0, 0BNLF450",ex,2,42,2012-Jun-25 05:37:00,n,y,f,y,n,2012-Jun-26 20:34:31,2012-Jun-26 20:33:19,0:29:24,2012-Jun-25 06:06:24,v,2012-Jun-25 06:06:50,c,n,1,1,NA,NA,NA,0,0,2012-Jun-25 06:06:24,w,l,n,n,0,0,0,2012-Jun-25 06:06:30,f,n,628.3666667,856.167,0,n,0,2012-Jun-25 06:07:00,1,n,s609_2012_Jun_25_06-07-00,
105,cm,2012,s609,"0BNPK6U0, 0BNPL700, 0BNPM770",ex,3,43,2012-Jun-26 20:03:19,n,y,m,y,n,2012-Jun-26 20:34:31,2012-Jun-26 20:33:19,0:29:40,2012-Jun-26 20:32:59,b,2012-Jun-26 20:32:59,c,y,NA,NA,NA,NA,NA,0,0,2012-Jun-26 20:32:59,w,r,y,y,3,3,3,2012-Jun-26 20:33:08,wf,NA,721.833,NA,2,n,3,2012-Jun-26 20:33:19,0,n,s609_2012_Jun_26_20-33-19,
106,cm,2012,s609,"0BNK3V30, 0BNK4V90",non,1,41,2012-Jun-24 17:50:30,n,y,m,y,n,2012-Jun-26 20:34:31,2012-Jun-26 20:33:19,0:29:12,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,Waermeplatte?
107,cm,2012,s609,"0BNLI4G0, 0BNLJ4H0, 0BNLK4F0",non,2,42,2012-Jun-25 07:06:54,n,y,m,y,n,2012-Jun-26 20:34:31,2012-Jun-26 20:33:19,0:29:24,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
108,cm,2012,s609,"0BNPP7N0, 0BNPQ7T0",non,3,43,2012-Jun-26 21:25:00,n,y,f,y,n,2012-Jun-26 20:34:31,2012-Jun-26 20:33:19,0:29:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
109,cm,2012,s705,"00DIQCU0, 00DIQJC0, 00DIQPQ0, 00DIR090, 00DIR6N0, 00DIRD60, 00DIRJL0, 00DIRQ30, 00DIS0I0, 00DIS700, 00DISDF0",ex,1,44,2012-Jun-13 21:55:06,n,n,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:49,2012-Jun-13 22:24:55,b,2012-Jun-13 21:55:28,o,n,2,2,NA,NA,NA,0,0,2012-Jun-13 22:24:55,w,b,y,n,0,0,0,2012-Jun-13 22:24:57,w,n,527,595.8333333,1,n,1,2012-Jun-13 22:25:06,0,n,s705_2012_Jun_13_22-25-06,foggy
110,cm,2012,s705,00DJTAS0 to 00DJV9V0,ex,2,45,2012-Jun-14 07:51:11,n,n,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:37,2012-Jun-14 08:20:48,v,2012-Jun-14 08:02:25,o,n,3,3,NA,NA,NA,0,0,2012-Jun-14 08:20:48,w,r,n,n,3,0,2,2012-Jun-14 08:20:56,wf,n,595.8333333,364.0333333,2,n,2,2012-Jun-14 08:21:11,0,n,s705_2012_Jun_14_08-21-11,
111,cm,2012,s705,00DKHPH0 to 00DKKHA0,ex,3,46,2012-Jun-14 13:55:13,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:20,2012-Jun-14 14:24:33,v,2012-Jun-14 14:06:38,o,n,2,2,NA,NA,NA,0,0,2012-Jun-14 14:24:33,w,b,n,n,3,0,3,2012-Jun-14 14:25:13,wf,n,364.0333333,251.3833333,3,n,1,2012-Jun-14 14:25:13,0,n,s705_2012_Jun_14_14-25-13,wind; incoming bird has to push incubating bird away to take over incubation
112,cm,2012,s705,00DL1GK0 to 00DL39I0,ex,4,,2012-Jun-14 18:06:47,n,y,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,,2012-Jun-14 18:36:18,v,2012-Jun-14 18:16:41,o,n,5,5,NA,NA,2012-Jun-14 18:13:48,1,0:03:57,2012-Jun-14 18:36:18,f,l,n,n,2,3,3,2012-Jun-14 18:36:36,wf,y,251.3833333,325.833,2,n,0,2012-Jun-14 18:36:47,0,n,s705_2012_Jun_14_18-36-47,incubating bird took a while until it got off nest even though new bird was standing right next to it calling
297,dt,2012,s705,"00DLKI50, 00DLKI50, 00DLKUR0, 00DLL560, 00DLLBI0,00DLLHT0, 00DLLO90, 00DLLUL0, 00DLM510, 00DLMBC0, 00DLMHO0",ex,5,,2012-Jun-14 23:32:49,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:37,2012-Jun-15 00:02:26,v,2012-Jun-14 23:32:51,o,n,4,4,NA,NA,NA,0,0:00:00,2012-Jun-15 0:02:26,w,b,y,n,3,0,3,2012-Jun-15 00:02:41,wf,n,325.9,557.0333,2,n,3,2012-Jun-15 00:02:49,2,n,,
113,cm,2012,s705,00DMKML0 to 00DMN1V0,ex,6,,2012-Jun-15 08:50:05,n,y,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,,2012-Jun-15 09:19:45,v,2012-Jun-15 08:55:17,o,n,1,1,NA,NA,NA,0,0:00:00,2012-Jun-15 09:19:45,w,l,n,n,3,3,3,2012-Jun-15 09:19:51,wf,NA,556,379.1,2,n,2,2012-Jun-15 09:20:05,0,n,s705_2012_Jun_15_09-20-05,first call of incubating bird very short
114,cm,2012,s705,00DNBGM0 to00DND8K0,ex,7,47,2012-Jun-15 15:09:13,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:31,2012-Jun-15 15:38:44,a,2012-Jun-15 15:28:51,o,n,3,2,0,1,NA,0,0:00:00,2012-Jun-15 15:38:48,w,r,y,y,3,3,3,2012-Jun-15 15:39:11,w,NA,379.1,661.6833333,3,n,2,2012-Jun-15 15:39:13,2,n,s705_2012_Jun_15_15-39-13,incubating bird gets pushed off nest from incoming bird
115,cm,2012,s705,00DOI930 to ooDOK2J0,ex,8,48,2012-Jun-16 02:11:11,n,y,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:39,2012-Jun-16 02:40:50,v,2012-Jun-16 02:16:01,o,n,3,3,NA,NA,NA,0,0:00:00,2012-Jun-16 02:40:50,w,l,n,n,3,0,3,2012-Jun-16 02:40:54,w,n,661.6833333,523.5,2,n,0,2012-Jun-16 02:41:11,0,n,s705_2012_Jun_16_02-41-11,
116,cm,2012,s705,00DPGQ30 to 00DPIP40,ex,9,,2012-Jun-16 10:54:49,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,,2012-Jun-16 11:24:30,v,2012-Jun-16 11:24:31,c,y,NA,NA,NA,NA,NA,0,0:00:00,2012-Jun-16 11:24:30,w,r,n,n,3,3,3,2012-Jun-16 11:24:41,w,y,523.5,577.5166667,3,n,2,2012-Jun-16 11:24:49,3,n,s705_2012_Jun_16_11-24-49,
117,cm,2012,s705,00DQIOV0 to 00DQKIB0,ex,10,,2012-Jun-16 20:32:31,n,y,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,,2012-Jun-16 21:02:12,v,2012-Jun-16 20:42:42,o,n,9,9,NA,NA,NA,0,0:00:00,2012-Jun-16 21:02:12,w,r,n,n,3,0,3,2012-Jun-16 21:02:20,wf,n,577.5166667,610.2833333,2,n,2,2012-Jun-16 21:02:31,0,n,s705_2012_Jun_16_21-02-31,
118,cm,2012,s705,00DRMJP0 to OODROD90,ex,11,,2012-Jun-17 06:43:01,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,,2012-Jun-17 07:12:35,v,2012-Jun-17 06:44:52,o,n,11,11,NA,NA,NA,0,0:00:00,2012-Jun-1707:12:35,w,l,n,n,2,3,3,2012-Jun-17 07:12:48,wf,y,610.2833333,NA,3,n,2,2012-Jun-17 07:13:01,1,n,s705_2012_Jun_17_07-13-01,"incubating bird was ""called off"" the nest"
119,cm,2012,s705,"00DJ11B0, 0DJ17O0, 00DJ1E50, 0DJ1KK0, 0DJ1R20, 00DJ21H0, 00DJ2800, 0DJ2EE0, 0DJ2KS0",non,1,44,2012-Jun-13 23:45:49,n,n,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:49,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
120,cm,2012,s705,"00DKMSJ0, 00DKN2S0, 00DKN950, 00DKNFE0, 00DKNLN0, 00DKNS00, 00DKO290, 00DKO8I0, 00DKOEQ0",non,2,45,2012-Jun-14 15:04:54,n,y,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:37,NA,NA,2012-Jun-14 15:04:59,o,n,3,3,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
